C-SDB_TIT-0;C-W96-0;C-C93-2;F-ANK;F-UEB
199205;W96-3;08;116;230
199205;W96-3;11;627;1167
199205;W96-3;13;162;311
199205;W96-3;14;3774;9224
199205;W96-3;15;180;326
199205;W96-3;30;241;856
199205;W96-3;18;14;36
199205;W96-3;19;195;586
199205;W96-3;20;4262;10613
199205;W96-3;21;180;579
199205;W96-3;22;1058;3923
199205;W96-3;23;812;1592
199205;W96-3;51;47;249
199205;W96-3;24;8;10
199205;W96-3;25;8059;19500
199205;W96-3;26;109;430
199205;W96-3;27;1174;2642
199205;W96-3;28;73;134
199205;W96-3;29;223;854
199205;W96-3;31;836;1932
199205;W96-3;32;2477;5608
199205;W96-3;52;148;393
199205;W96-3;33;325;798
199205;W96-3;34;47;117
199205;W96-3;17;33;57
199205;W96-3;59;161;339
199205;W96-3;36;81;259
199205;W96-3;38;3636;9246
199205;W96-3;39;3603;6714
199205;W96-3;16;1558;3786
199205;W96-3;57;15;39
199205;W96-3;58;1707;2762
199205;W96-3;37;37;78
199205;W96-3;40;1066;2764
199205;W96-3;03;18;36
199205;W96-3;06;3714;7068
199205;W96-3;35;1275;2928
199205;W96-4;01;18461;84803
199205;W96-4;02;65612;247916
199205;W96-4;12;61410;196818
199205;W96-4;56;112;396
199205;W96-4;04;36;73
199205;W96-4;05;238;448
199205;W96-4;50;4;8
199205;W96-4;07;70;239
199205;W96-4;08;80;216
199205;W96-4;11;309;875
199205;W96-4;13;212;594
199205;W96-4;14;2161;4293
199205;W96-4;15;37;123
199205;W96-4;30;257;953
199205;W96-4;18;78;279
199205;W96-4;19;151;278
199205;W96-4;20;4629;7105
199205;W96-4;21;233;371
199205;W96-4;22;475;2877
199205;W96-4;23;401;867
199205;W96-4;51;142;629
199205;W96-4;24;30;38
199205;W96-4;25;2639;7353
199205;W96-4;26;95;183
199205;W96-4;27;506;1320
199205;W96-4;28;16;32
199205;W96-4;29;141;641
199205;W96-4;31;517;1190
199205;W96-4;32;3981;8407
199205;W96-4;52;135;187
199205;W96-4;33;190;425
199205;W96-4;34;23;49
199205;W96-4;17;29;65
199205;W96-4;59;81;470
199205;W96-4;36;135;786
199205;W96-4;38;1777;4206
199205;W96-4;39;2091;4230
199205;W96-4;16;3834;16949
199205;W96-4;57;30;71
199205;W96-4;58;60;185
199205;W96-4;37;27;59
199205;W96-4;40;644;2113
199205;W96-4;03;18;150
199205;W96-4;06;793;2583
199205;W96-4;35;1648;3006
199205;W96-5;01;16265;64255
199205;W96-5;02;50627;180958
199205;W96-5;12;119296;479587
199205;W96-5;56;98;254
199205;W96-5;04;368;636
199205;W96-5;05;953;1986
199205;W96-5;50;28;170
199205;W96-5;07;576;930
199205;W96-5;08;57;154
199205;W96-5;11;1212;4355
199205;W96-5;13;606;1083
199205;W96-5;14;10374;24351
199205;W96-5;15;274;637
199205;W96-5;30;132;329
199205;W96-5;18;79;182
199205;W96-5;19;386;716
199205;W96-5;20;18233;31001
199205;W96-5;21;4071;5610
199205;W96-5;22;1322;3965
199205;W96-5;23;1955;4977
199205;W96-5;51;235;940
199205;W96-5;24;284;457
199205;W96-5;25;4805;24363
199205;W96-5;26;510;1166
199205;W96-5;27;501;1494
199205;W96-5;28;113;232
199205;W96-5;29;94;505
199205;W96-5;31;3587;15489
199205;W96-5;32;6435;16793
199205;W96-5;52;301;516
199205;W96-5;33;1517;2385
199205;W96-5;34;109;208
199205;W96-5;17;200;264
199205;W96-5;59;364;518
199205;W96-5;36;221;322
199205;W96-5;38;1520;3809
199205;W96-5;39;15977;30796
199205;W96-5;16;9529;39635
199205;W96-5;57;14;19
199205;W96-5;58;268;431
199205;W96-5;37;225;387
199205;W96-5;40;3909;8954
199205;W96-5;03;9;53
199205;W96-5;06;2588;8560
199205;W96-5;35;2628;4659
199205;W96-6;01;28887;140192
199205;W96-6;02;72116;272886
199205;W96-6;12;25659;99894
199205;W96-6;56;13;36
199205;W96-6;04;21;36
199205;W96-6;05;204;411
199205;W96-6;50;19;37
199205;W96-6;07;60;102
199205;W96-6;08;82;174
199205;W96-6;11;226;661
199205;W96-6;13;134;242
199205;W96-6;14;1451;2038
199205;W96-6;15;91;276
199205;W96-6;30;189;373
199205;W96-6;18;16;39
199205;W96-6;19;40;79
199205;W96-6;20;3907;5621
199205;W96-6;21;196;319
199205;W96-6;22;1191;2551
199205;W96-6;23;381;765
199205;W96-6;51;299;684
199205;W96-6;24;10;37
199205;W96-6;25;998;3465
199205;W96-6;26;55;82
199205;W96-6;27;753;1460
199205;W96-6;28;27;69
199205;W96-6;29;83;126
199205;W96-6;31;363;918
199205;W96-6;32;2275;6956
199205;W96-6;52;246;554
199205;W96-6;33;200;416
199205;W96-6;34;32;113
199205;W96-6;17;47;358
199205;W96-6;59;28;86
199205;W96-6;36;32;49
199205;W96-6;38;2611;5152
199205;W96-6;39;1348;3670
199205;W96-6;16;1142;4061
199205;W96-6;57;13;52
199205;W96-6;58;190;269
199205;W96-6;37;22;30
199205;W96-6;40;1872;2921
199205;W96-6;03;7;72
199205;W96-6;06;497;1719
199205;W96-6;35;1005;2176
199205;W96-7;01;9313;30930
199205;W96-7;02;40360;101439
199205;W96-7;12;236776;963690
199205;W96-7;56;23;77
199205;W96-7;04;815;935
199205;W96-7;05;4812;7102
199205;W96-7;50;51;102
199205;W96-7;07;1578;1824
199205;W96-7;08;60;139
199205;W96-7;11;1959;6682
199205;W96-7;13;277;633
199205;W96-7;14;33752;111877
199205;W96-7;15;538;1647
199205;W96-7;30;48;78
199205;W96-7;18;182;574
199205;W96-7;19;317;730
199205;W96-7;20;10596;21081
199205;W96-7;21;2613;3135
199205;W96-7;22;653;2131
199205;W96-7;23;1637;2685
199205;W96-7;51;56;93
199205;W96-7;24;224;247
199205;W96-7;25;13906;64312
199205;W96-7;26;1266;6568
199205;W96-7;27;337;871
199205;W96-7;28;82;113
199205;W96-7;29;24;74
199205;W96-7;31;3905;12672
199205;W96-7;32;18996;56823
199205;W96-7;52;128;135
199205;W96-7;33;3148;4082
199205;W96-7;34;264;311
199205;W96-7;17;988;1074
199205;W96-7;59;1662;2228
199205;W96-7;36;99;313
199205;W96-7;38;687;1743
199205;W96-7;39;13677;21226
199205;W96-7;16;19256;83922
199205;W96-7;57;75;308
199205;W96-7;58;2641;2896
199205;W96-7;37;1336;1481
199205;W96-7;40;3028;5945
199205;W96-7;03;28;70
199205;W96-7;06;4649;19900
199205;W96-7;35;3281;5575
199205;W96-8;01;3227;7567
199205;W96-8;02;20523;49846
199205;W96-8;12;63128;222292
199205;W96-8;56;5;11
199205;W96-8;04;13;22
199205;W96-8;05;78;145
199205;W96-8;50;30;60
199205;W96-8;07;32;42
199205;W96-8;08;32;81
199205;W96-8;11;139;513
199205;W96-8;13;92;162
199205;W96-8;14;6002;10864
199205;W96-8;15;34;73
199205;W96-8;30;145;470
199205;W96-8;18;4;6
199205;W96-8;19;24;52
199205;W96-8;20;1628;2842
199205;W96-8;21;49;55
199205;W96-8;22;683;1415
199205;W96-8;23;188;375
199205;W96-8;51;96;210
199205;W96-8;24;8;8
199205;W96-8;25;1256;6134
199205;W96-8;26;127;266
199205;W96-8;27;66;115
199205;W96-8;28;15;17
199205;W96-8;29;17;50
199205;W96-8;31;1530;3953
199205;W96-8;32;5507;18415
199205;W96-8;52;33;85
199205;W96-8;33;69;78
199205;W96-8;34;15;33
199205;W96-8;17;7;7
199205;W96-8;59;32;71
199205;W96-8;36;80;127
199205;W96-8;38;365;879
199205;W96-8;39;888;1249
199205;W96-8;16;676;2197
199205;W96-8;57;59;110
199205;W96-8;58;3;3
199205;W96-8;37;23;49
199205;W96-8;40;1379;2730
199205;W96-8;03;4;10
199205;W96-8;06;519;2542
199205;W96-8;35;680;1215
199205;W96-9;02;40815;86336
199205;W96-9;12;69715;191428
199205;W96-9;56;1347;3115
199205;W96-9;04;1264;2878
199205;W96-9;05;3458;9804
199205;W96-9;50;175;291
199205;W96-9;07;871;1859
199205;W96-9;08;639;1560
199205;W96-9;11;1375;3702
199205;W96-9;13;1397;3903
199205;W96-9;14;10640;27862
199205;W96-9;15;904;2421
199205;W96-9;30;2221;8155
199205;W96-9;18;310;862
199205;W96-9;19;1019;2638
199205;W96-9;20;22201;59060
199205;W96-9;21;13093;25328
199205;W96-9;22;3789;8073
199205;W96-9;23;5019;9671
199205;W96-9;51;501;1122
199205;W96-9;24;1526;2263
199205;W96-9;25;4890;14431
199205;W96-9;26;948;2371
199205;W96-9;27;3519;6737
199205;W96-9;28;607;1544
199205;W96-9;29;1007;2255
199205;W96-9;31;4817;13218
199205;W96-9;32;12652;35693
199205;W96-9;52;772;1564
199205;W96-9;33;7412;16123
199205;W96-9;34;540;1168
199205;W96-9;17;524;1415
199205;W96-9;59;3784;6367
199205;W96-9;36;756;1714
199205;W96-9;38;2858;5475
199205;W96-9;39;25317;59942
199205;W96-9;16;11414;28342
199205;W96-9;57;403;1096
199205;W96-9;58;1762;3776
199205;W96-9;37;985;1988
199205;W96-9;40;8209;18456
199205;W96-9;03;206;549
199205;W96-9;06;3276;9335
199205;W96-9;35;2738;5395
199206;W96-1;01;9115;51672
199206;W96-1;02;26136;116237
199206;W96-1;12;19757;105637
199206;W96-1;56;13;19
199206;W96-1;04;3;4
199206;W96-1;05;42;88
199206;W96-1;07;3;9
199206;W96-1;08;25;53
199206;W96-1;11;93;229
199206;W96-1;13;14;17
199206;W96-1;14;133;330
199206;W96-1;15;28;33
199206;W96-1;30;10;79
199206;W96-1;18;2;6
199206;W96-1;19;21;48
199206;W96-1;20;332;972
199206;W96-1;21;52;72
199206;W96-1;22;195;452
199206;W96-1;23;221;404
199206;W96-1;51;22;26
199206;W96-1;25;493;1608
199206;W96-1;26;19;28
199206;W96-1;27;71;380
199206;W96-1;28;5;5
199206;W96-1;29;9;49
199206;W96-1;31;159;402
199206;W96-1;32;784;3525
199206;W96-1;52;81;130
199206;W96-1;33;11;18
199206;W96-1;59;6;18
199206;W96-1;36;4;50
199206;W96-1;38;498;1209
199206;W96-1;39;280;714
199206;W96-1;16;187;520
199206;W96-1;58;2;6
199206;W96-1;37;2;10
199206;W96-1;40;334;754
199206;W96-1;03;0;60
199206;W96-1;06;125;319
199206;W96-1;35;163;548
199206;W96-2;01;22390;128666
199206;W96-2;02;79954;353923
199206;W96-2;12;144900;1155302
199206;W96-2;56;13;33
199206;W96-2;04;30;121
199206;W96-2;05;309;1117
199206;W96-2;50;8;48
199206;W96-2;07;21;45
199206;W96-2;08;128;894
199206;W96-2;11;1522;6233
199206;W96-2;13;204;561
199206;W96-2;14;1983;6547
199206;W96-2;15;92;316
199206;W96-2;30;144;602
199206;W96-2;18;58;217
199206;W96-2;19;138;387
199206;W96-2;20;8364;17862
199206;W96-2;21;197;322
199206;W96-2;22;910;2994
199206;W96-2;23;288;794
199206;W96-2;51;213;565
199206;W96-2;24;14;43
199206;W96-2;25;9503;78309
199206;W96-2;26;212;512
199206;W96-2;27;684;1208
199206;W96-2;28;137;517
199206;W96-2;29;94;186
199206;W96-2;31;1585;3668
199206;W96-2;32;5097;28589
199206;W96-2;52;289;603
199206;W96-2;33;238;401
199206;W96-2;34;44;239
199206;W96-2;17;46;95
199206;W96-2;59;203;329
199206;W96-2;36;41;115
199206;W96-2;38;2763;6763
199206;W96-2;39;1707;4177
199206;W96-2;16;2558;10691
199206;W96-2;57;33;66
199206;W96-2;58;25;112
199206;W96-2;37;29;98
199206;W96-2;40;931;2568
199206;W96-2;03;29;102
199206;W96-2;06;1926;13237
199206;W96-2;35;1192;2259
199206;W96-3;01;28632;166529
199206;W96-3;02;67600;239695
199206;W96-3;12;62087;170095
199206;W96-3;56;97;323
199206;W96-3;04;30;56
199206;W96-3;05;330;624
199206;W96-3;50;9;12
199206;W96-3;07;45;105
199206;W96-3;08;193;538
199206;W96-3;11;624;1632
199206;W96-3;13;337;926
199206;W96-3;14;3793;9844
199206;W96-3;15;162;435
199206;W96-3;30;299;1362
199206;W96-3;18;10;11
199206;W96-3;19;177;542
199206;W96-3;20;2420;4835
199206;W96-3;21;273;600
199206;W96-3;22;794;3539
199206;W96-3;23;724;1289
199206;W96-3;51;79;118
199206;W96-3;24;427;868
199206;W96-3;25;8412;26559
199206;W96-3;26;178;566
199206;W96-3;27;1641;3830
199206;W96-3;28;41;95
199206;W96-3;29;235;755
199206;W96-3;31;1089;2579
199206;W96-3;32;2160;5875
199206;W96-3;52;130;438
199206;W96-3;33;306;832
199206;W96-3;34;37;136
199206;W96-3;17;43;50
199206;W96-3;59;103;253
199206;W96-3;36;77;266
199206;W96-3;38;2858;6928
199206;W96-3;39;4245;8513
199206;W96-3;16;1737;4073
199206;W96-3;57;1;8
199206;W96-3;58;2422;4275
199206;W96-3;37;66;164
199206;W96-3;40;1151;3962
199206;W96-3;03;4;24
199206;W96-3;06;2086;5865
199206;W96-3;35;1579;2941
199206;W96-4;01;20130;98548
199206;W96-4;02;72864;278680
199206;W96-4;12;85346;336246
199206;W96-4;56;75;184
199206;W96-4;04;38;84
199206;W96-4;05;214;418
199206;W96-4;50;14;21
199206;W96-4;07;59;162
199206;W96-4;08;109;234
199206;W96-4;11;596;1292
199206;W96-4;13;201;393
199206;W96-4;14;2410;6419
199206;W96-4;15;78;205
199206;W96-4;30;119;619
199206;W96-4;18;59;74
199206;W96-4;19;131;248
199206;W96-4;20;3518;5848
199206;W96-4;21;629;1052
199206;W96-4;22;597;2867
199206;W96-4;23;482;1075
199206;W96-4;51;180;555
199206;W96-4;24;7;7
199206;W96-4;25;4014;13735
199206;W96-4;26;257;443
199206;W96-4;27;621;1583
199206;W96-4;28;21;33
199206;W96-4;29;178;687
199206;W96-4;31;1613;3589
199206;W96-4;32;4759;11736
199206;W96-4;52;95;193
199206;W96-4;33;189;436
199206;W96-4;34;54;91
199206;W96-4;17;47;174
199206;W96-4;59;64;265
199206;W96-4;36;136;518
199206;W96-4;38;2132;5662
199206;W96-4;39;2604;4976
199206;W96-4;16;6285;33910
199206;W96-4;57;14;100
199206;W96-4;58;35;82
199206;W96-4;37;33;90
199206;W96-4;40;1133;3109
199206;W96-4;03;8;17
199206;W96-4;06;1239;4201
199206;W96-4;35;2002;4677
199206;W96-5;01;17077;82157
199206;W96-5;02;71408;272115
199206;W96-5;12;173462;994669
199206;W96-5;56;177;348
199206;W96-5;04;438;740
199206;W96-5;05;1056;2333
199206;W96-5;50;20;126
199206;W96-5;07;405;702
199206;W96-5;08;266;390
199206;W96-5;11;4089;16983
199206;W96-5;13;1301;4348
199206;W96-5;14;11127;29164
199206;W96-5;15;174;421
199206;W96-5;30;302;1286
199206;W96-5;18;137;703
199206;W96-5;19;609;1514
199206;W96-5;20;12978;22302
199206;W96-5;21;4825;6633
199206;W96-5;22;1814;8476
199206;W96-5;23;2508;5632
199206;W96-5;51;168;433
199206;W96-5;24;312;539
199206;W96-5;25;9841;62221
199206;W96-5;26;1458;4735
199206;W96-5;27;506;1286
199206;W96-5;28;231;388
199206;W96-5;29;93;899
199206;W96-5;31;10552;39067
199206;W96-5;32;7180;22713
199206;W96-5;52;180;394
199206;W96-5;33;2131;3391
199206;W96-5;34;136;318
199206;W96-5;17;160;240
199206;W96-5;59;707;953
199206;W96-5;36;214;313
199206;W96-5;38;2497;6583
199206;W96-5;39;23476;48430
199206;W96-5;16;15491;91359
199206;W96-5;57;52;143
199206;W96-5;58;94;144
199206;W96-5;37;248;465
199206;W96-5;40;5006;11829
199206;W96-5;03;46;188
199206;W96-5;06;3439;16206
199206;W96-5;35;3008;5168
199206;W96-6;01;35437;200313
199206;W96-6;02;86914;331679
199206;W96-6;12;39089;214219
199206;W96-6;56;39;116
199206;W96-6;04;27;77
199206;W96-6;05;113;276
199206;W96-6;50;16;24
199206;W96-6;07;20;28
199206;W96-6;08;117;295
199206;W96-6;11;419;1455
199206;W96-6;13;217;402
199206;W96-6;14;2053;3064
199206;W96-6;15;101;305
199206;W96-6;30;296;720
199206;W96-6;18;13;59
199206;W96-6;19;112;379
199206;W96-6;20;3873;5859
199206;W96-6;21;311;709
199206;W96-6;22;848;2177
199206;W96-6;23;389;1291
199206;W96-6;51;704;1366
199206;W96-6;24;16;37
199206;W96-6;25;2309;12441
199206;W96-6;26;150;614
199206;W96-6;27;623;1115
199206;W96-6;28;20;42
199206;W96-6;29;74;137
199206;W96-6;31;792;2343
199206;W96-6;32;2436;8411
199206;W96-6;52;374;817
199206;W96-6;33;258;314
199206;W96-6;34;27;144
199206;W96-6;17;17;838
199206;W96-6;59;42;240
199206;W96-6;36;63;184
199206;W96-6;38;2212;5316
199206;W96-6;39;1791;5583
199206;W96-6;16;1026;4918
199206;W96-6;57;15;50
199206;W96-6;58;197;368
199206;W96-6;37;14;23
199206;W96-6;40;1289;2337
199206;W96-6;03;36;156
199206;W96-6;06;425;1908
199206;W96-6;35;1719;3812
199206;W96-7;01;11032;45960
199206;W96-7;02;45484;129956
199206;W96-7;12;328072;1882831
199206;W96-7;56;50;151
199206;W96-7;04;1047;1216
199206;W96-7;05;5804;8833
199206;W96-7;50;69;642
199206;W96-7;07;1618;2055
199206;W96-7;08;44;149
199206;W96-7;11;6069;25125
199206;W96-7;13;1266;4608
199206;W96-7;14;38550;146389
199206;W96-7;15;974;1282
199206;W96-7;30;99;421
199206;W96-7;18;545;3678
199206;W96-7;19;566;1266
199206;W96-7;20;10614;21190
199206;W96-7;21;3138;4251
199206;W96-7;22;652;2294
199206;W96-7;23;1958;3090
199206;W96-7;51;206;421
199206;W96-7;24;319;496
199206;W96-7;25;28034;180151
199206;W96-7;26;2946;13033
199206;W96-7;27;487;1373
199206;W96-7;28;125;175
199206;W96-7;29;70;167
199206;W96-7;31;9632;27635
199206;W96-7;32;28858;104909
199206;W96-7;52;105;184
199206;W96-7;33;4635;6205
199206;W96-7;34;348;587
199206;W96-7;17;242;386
199206;W96-7;59;1387;1498
199206;W96-7;36;237;510
199206;W96-7;38;1578;3862
199206;W96-7;39;21522;33672
199206;W96-7;16;34220;192163
199206;W96-7;57;73;354
199206;W96-7;58;2652;2965
199206;W96-7;37;1095;1267
199206;W96-7;40;4937;12166
199206;W96-7;03;82;324
199206;W96-7;06;10612;62946
199206;W96-7;35;2752;5485
199206;W96-8;01;3666;9089
199206;W96-8;02;19576;53477
199206;W96-8;12;76297;384383
199206;W96-8;56;17;52
199206;W96-8;04;21;32
199206;W96-8;05;91;260
199206;W96-8;50;52;111
199206;W96-8;07;29;42
199206;W96-8;08;43;122
199206;W96-8;11;515;1710
199206;W96-8;13;133;215
199206;W96-8;14;7601;15806
199206;W96-8;15;27;40
199206;W96-8;30;29;47
199206;W96-8;18;4;7
199206;W96-8;19;80;230
199206;W96-8;20;1175;2264
199206;W96-8;21;51;83
199206;W96-8;22;543;1559
199206;W96-8;23;222;456
199206;W96-8;51;92;210
199206;W96-8;24;33;67
199206;W96-8;25;3722;25338
199206;W96-8;26;133;241
199206;W96-8;27;83;200
199206;W96-8;28;5;9
199206;W96-8;29;32;46
199206;W96-8;31;1958;5057
199206;W96-8;32;8389;27863
199206;W96-8;52;46;89
199206;W96-8;33;70;91
199206;W96-8;34;28;71
199206;W96-8;17;5;5
199206;W96-8;59;17;23
199206;W96-8;36;101;128
199206;W96-8;38;357;939
199206;W96-8;39;1272;2756
199206;W96-8;16;1535;5729
199206;W96-8;57;44;82
199206;W96-8;58;6;6
199206;W96-8;37;8;11
199206;W96-8;40;1781;4306
199206;W96-8;03;9;39
199206;W96-8;06;1225;7223
199206;W96-8;35;793;1916
199206;W96-9;02;32108;68417
199206;W96-9;12;55399;152094
199206;W96-9;56;959;2879
199206;W96-9;04;1169;2543
199206;W96-9;05;2703;6158
199206;W96-9;50;104;351
199206;W96-9;07;1104;2359
199206;W96-9;08;685;1952
199206;W96-9;11;1382;3511
199206;W96-9;13;1483;3891
199206;W96-9;14;9230;23706
199206;W96-9;15;834;2291
199206;W96-9;30;2203;7261
199206;W96-9;18;197;521
199206;W96-9;19;1186;3057
199206;W96-9;20;14647;36458
199206;W96-9;21;12931;25583
199206;W96-9;22;3494;7629
199206;W96-9;23;2567;6225
199206;W96-9;51;596;1189
199206;W96-9;24;592;1290
199206;W96-9;25;3863;12281
199206;W96-9;26;929;1952
199206;W96-9;27;3460;6761
199206;W96-9;28;766;1784
199206;W96-9;29;857;2199
199206;W96-9;31;4027;9920
199206;W96-9;32;9049;23900
199206;W96-9;52;705;1359
199206;W96-9;33;8113;18059
199206;W96-9;34;711;1465
199206;W96-9;17;523;1266
199206;W96-9;59;2778;4985
199206;W96-9;36;993;2158
199206;W96-9;38;3794;7004
199206;W96-9;39;30682;72118
199206;W96-9;16;11221;28178
199206;W96-9;57;410;1088
199206;W96-9;58;2231;4510
199206;W96-9;37;1048;2490
199206;W96-9;40;7735;18198
199206;W96-9;03;217;603
199206;W96-9;06;2429;7321
199206;W96-9;35;2717;4929
199207;W96-1;01;13969;85593
199207;W96-1;02;34145;182916
199207;W96-1;12;24869;171581
199207;W96-1;04;6;80
199207;W96-1;05;7;22
199207;W96-1;50;7;25
199207;W96-1;07;2;6
199207;W96-1;08;46;66
199207;W96-1;11;258;1024
199207;W96-1;13;22;48
199207;W96-1;14;515;1422
199207;W96-1;15;5;25
199207;W96-1;30;30;192
199207;W96-1;18;2;36
199207;W96-1;19;28;299
199207;W96-1;20;448;1363
199207;W96-1;21;10;10
199207;W96-1;22;75;540
199207;W96-1;23;50;94
199207;W96-1;51;45;111
199207;W96-1;25;1719;8287
199207;W96-1;26;44;116
199207;W96-1;27;163;620
199207;W96-1;29;47;235
199207;W96-1;31;244;746
199207;W96-1;32;2398;16182
199207;W96-1;52;63;98
199207;W96-1;33;10;24
199207;W96-1;34;5;5
199207;W96-1;59;1;1
199207;W96-1;36;13;72
199207;W96-1;38;1092;4891
199207;W96-1;39;471;982
199207;W96-1;16;242;744
199207;W96-1;57;3;14
199207;W96-1;37;9;9
199207;W96-1;40;302;986
199207;W96-1;03;0;62
199207;W96-1;06;443;2229
199207;W96-1;35;152;610
199207;W96-2;01;43050;375088
199207;W96-2;02;139505;952473
199207;W96-2;12;241284;2639089
199207;W96-2;56;79;203
199207;W96-2;04;42;171
199207;W96-2;05;223;698
199207;W96-2;50;7;15
199207;W96-2;07;78;219
199207;W96-2;08;335;2070
199207;W96-2;11;4865;27248
199207;W96-2;13;285;1132
199207;W96-2;14;4105;15765
199207;W96-2;15;244;897
199207;W96-2;30;127;495
199207;W96-2;18;24;266
199207;W96-2;19;264;806
199207;W96-2;20;14930;53053
199207;W96-2;21;475;997
199207;W96-2;22;764;4370
199207;W96-2;23;406;1081
199207;W96-2;51;339;1187
199207;W96-2;24;16;18
199207;W96-2;25;40469;375486
199207;W96-2;26;456;1306
199207;W96-2;27;1693;3246
199207;W96-2;28;208;229
199207;W96-2;29;226;686
199207;W96-2;31;4214;11555
199207;W96-2;32;13244;94657
199207;W96-2;52;425;2306
199207;W96-2;33;596;860
199207;W96-2;34;46;263
199207;W96-2;17;9;10
199207;W96-2;59;385;425
199207;W96-2;36;62;197
199207;W96-2;38;6985;20179
199207;W96-2;39;2131;5515
199207;W96-2;16;2710;13251
199207;W96-2;57;21;95
199207;W96-2;58;26;54
199207;W96-2;37;31;93
199207;W96-2;40;2040;7617
199207;W96-2;03;42;232
199207;W96-2;06;12174;107964
199207;W96-2;35;1763;4478
199207;W96-3;01;27771;224951
199207;W96-3;02;59967;259122
199207;W96-3;12;61270;176940
199207;W96-3;56;179;497
199207;W96-3;04;41;133
199207;W96-3;05;722;1624
199207;W96-3;50;37;94
199207;W96-3;07;40;88
199207;W96-3;08;239;534
199207;W96-3;11;1535;4018
199207;W96-3;13;269;824
199207;W96-3;14;5146;13608
199207;W96-3;15;196;373
199207;W96-3;30;258;2148
199207;W96-3;18;51;62
199207;W96-3;19;501;1762
199207;W96-3;20;5048;11107
199207;W96-3;21;428;1358
199207;W96-3;22;772;3491
199207;W96-3;23;800;1467
199207;W96-3;51;74;255
199207;W96-3;24;64;121
199207;W96-3;25;8566;32191
199207;W96-3;26;374;802
199207;W96-3;27;2187;4743
199207;W96-3;28;39;67
199207;W96-3;29;392;1955
199207;W96-3;31;2053;4138
199207;W96-3;32;4603;10447
199207;W96-3;52;118;372
199207;W96-3;33;771;2073
199207;W96-3;34;46;109
199207;W96-3;17;20;45
199207;W96-3;59;48;77
199207;W96-3;36;260;512
199207;W96-3;38;4136;10851
199207;W96-3;39;3936;8495
199207;W96-3;16;1908;5095
199207;W96-3;57;20;74
199207;W96-3;58;5573;8841
199207;W96-3;37;43;103
199207;W96-3;40;1956;5136
199207;W96-3;03;15;133
199207;W96-3;06;3686;12874
199207;W96-3;35;1934;5121
199207;W96-4;01;22322;155884
199207;W96-4;02;84617;445614
199207;W96-4;12;118844;667738
199207;W96-4;56;167;460
199207;W96-4;04;17;28
199207;W96-4;05;192;631
199207;W96-4;50;73;262
199207;W96-4;07;67;140
199207;W96-4;08;161;722
199207;W96-4;11;2436;8344
199207;W96-4;13;371;700
199207;W96-4;14;5285;15729
199207;W96-4;15;109;364
199207;W96-4;30;200;1197
199207;W96-4;18;28;65
199207;W96-4;19;526;1745
199207;W96-4;20;5766;14179
199207;W96-4;21;786;1241
199207;W96-4;22;417;2049
199207;W96-4;23;947;2971
199207;W96-4;51;124;482
199207;W96-4;24;55;95
199207;W96-4;25;9699;40218
199207;W96-4;26;490;1104
199207;W96-4;27;948;2309
199207;W96-4;28;46;124
199207;W96-4;29;135;358
199207;W96-4;31;3583;9071
199207;W96-4;32;8114;32987
199207;W96-4;52;134;469
199207;W96-4;33;261;635
199207;W96-4;34;65;141
199207;W96-4;17;45;220
199207;W96-4;59;175;718
199207;W96-4;36;149;598
199207;W96-4;38;4009;12179
199207;W96-4;39;3703;8143
199207;W96-4;16;8120;44723
199207;W96-4;57;24;233
199207;W96-4;58;111;441
199207;W96-4;37;20;56
199207;W96-4;40;2165;7426
199207;W96-4;03;50;266
199207;W96-4;06;4661;22503
199207;W96-4;35;3027;9524
199207;W96-5;01;23404;161704
199207;W96-5;02;75891;360751
199207;W96-5;12;247362;1950115
199207;W96-5;56;556;1674
199207;W96-5;04;281;665
199207;W96-5;05;1127;2609
199207;W96-5;50;77;508
199207;W96-5;07;550;1022
199207;W96-5;08;223;708
199207;W96-5;11;12817;63119
199207;W96-5;13;1427;4626
199207;W96-5;14;20173;65512
199207;W96-5;15;890;2555
199207;W96-5;30;542;2475
199207;W96-5;18;191;617
199207;W96-5;19;2441;7154
199207;W96-5;20;22547;56072
199207;W96-5;21;5748;8878
199207;W96-5;22;904;5985
199207;W96-5;23;3750;7893
199207;W96-5;51;248;788
199207;W96-5;24;564;958
199207;W96-5;25;26478;178479
199207;W96-5;26;3079;9543
199207;W96-5;27;1944;4974
199207;W96-5;28;422;580
199207;W96-5;29;249;861
199207;W96-5;31;22228;80791
199207;W96-5;32;14048;60514
199207;W96-5;52;283;594
199207;W96-5;33;4937;7739
199207;W96-5;34;208;427
199207;W96-5;17;367;535
199207;W96-5;59;722;1116
199207;W96-5;36;219;400
199207;W96-5;38;4946;15188
199207;W96-5;39;24722;56306
199207;W96-5;16;21655;123270
199207;W96-5;57;50;111
199207;W96-5;58;259;471
199207;W96-5;37;234;481
199207;W96-5;40;11368;31868
199207;W96-5;03;145;563
199207;W96-5;06;16559;108168
199207;W96-5;35;3973;9062
199207;W96-6;01;40419;308009
199207;W96-6;02;95114;476688
199207;W96-6;12;55753;426254
199207;W96-6;56;46;237
199207;W96-6;04;24;89
199207;W96-6;05;164;471
199207;W96-6;50;32;36
199207;W96-6;07;40;75
199207;W96-6;08;87;119
199207;W96-6;11;1149;5941
199207;W96-6;13;144;282
199207;W96-6;14;3537;8639
199207;W96-6;15;361;2001
199207;W96-6;30;242;626
